id_registro,edad,genero,horas_diarias_juego,genero_juego,juego_principal,plataforma_juego,horas_sueno,calidad_sueno,frecuencia_interrupcion_sueno,rendimiento_academico_laboral,promedio_calificaciones,puntaje_productividad,estado_animo,frecuencia_cambios_humor,sintomas_abstinencia,perdida_otros_intereses,continuo_pese_problemas,fatiga_visual,dolor_espalda_cuello,cambio_peso_kg,horas_ejercicio_semanal,puntaje_aislamiento_social,horas_socializacion_presencial,gasto_mensual_juegos_usd,anos_jugando,nivel_riesgo_adiccion
GD0732,28,Femenino,8.6,MOBA,League of Legends,Multi-plataforma,4.2,Regular,Rara vez,Promedio,,2,Ansioso,A veces,NO,SI,SI,NO,SI,3.7,5.3,6,4.8,309.02,9,Severo
GD0733,19,Femenino,4.3,Battle Royale,Fortnite,Consola,5.5,Regular,Frecuentemente,Por debajo del promedio,1.96,1,Deprimido,A veces,NO,NO,NO,NO,NO,1,8.2,3,8.1,18.74,4,Bajo
GD0735,17,Femenino,4.4,FPS,Overwatch,Móvil,6.1,Regular,Nunca,Deficiente,1.03,,Normal,A veces,NO,NO,NO,NO,NO,0.3,9.5,2,8.1,35.72,5,Bajo
GD0738,15,Femenino,7,Strategy,Civilization VI,PC,4,Mala,Rara vez,Reprobando,1.93,,Ansioso,Frecuentemente,SI,NO,NO,SI,SI,0.1,8.4,4,3.7,65.22,5,Moderado
GD0746,22,Femenino,4.6,MOBA,League of Legends,Consola,6,Regular,Nunca,Excelente,1.71,2,Eufórico,A veces,NO,NO,NO,SI,NO,0.5,7.5,3,9,46.89,11,Bajo
GD0754,19,Femenino,0.8,FPS,Call of Duty,PC,7.4,Regular,Aveces,Bueno,1.43,2,Normal,A veces,NO,NO,NO,NO,NO,0.1,8.8,1,11.8,35.12,3,Bajo
GD0755,17,Femenino,3.7,Strategy,StarCraft II,PC,5.5,Regular,Rara vez,Promedio,1.86,,Eufórico,Diariamente,NO,NO,NO,NO,NO,0.1,6.3,1,11,22.33,7,Bajo
GD0759,16,Femenino,5.9,RPG,Skyrim,Consola,6.6,Regular,Siempre,Por debajo del promedio,1.77,,Ansioso,A veces,NO,SI,NO,SI,SI,0.2,5.9,3,6.5,19.38,2,Moderado
GD0760,33,Femenino,5.5,MOBA,League of Legends,PC,6.1,Buena,Nunca,Por debajo del promedio,,5,Normal,Nunca,NO,SI,NO,NO,NO,1.4,8.1,3,6.4,82.37,6,Moderado
GD0762,18,Femenino,2.7,MMO,Elder Scrolls Online,Multi-plataforma,8.6,Buena,Frecuentemente,Excelente,3.85,,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.1,6.9,1,9.7,42.45,3,Bajo
GD0766,19,Femenino,8.3,Battle Royale,Apex Legends,Consola,5.5,Mala,Siempre,Promedio,1.44,10,Inquieto,A veces,SI,SI,SI,NO,SI,1.4,4.4,5,8.2,10.32,4,Severo
GD0768,20,Femenino,10,Battle Royale,PUBG,Multi-plataforma,5.3,Muy Mala,Nunca,Por debajo del promedio,2.71,7,Irritable,Nunca,SI,NO,NO,NO,SI,5.7,6.9,5,2,386.2,4,Alto
GD0771,16,Femenino,4.9,Strategy,StarCraft II,PC,5.1,Mala,Siempre,Promedio,3.44,,Eufórico,Frecuentemente,NO,NO,NO,SI,NO,0.8,9.2,3,9.8,89.56,2,Bajo
GD0774,20,Femenino,4.2,RPG,Elden Ring,Consola,6.1,Regular,Frecuentemente,Por debajo del promedio,2.77,2,Normal,A veces,NO,NO,NO,NO,NO,1.2,7.8,3,10.9,22.92,1,Bajo
GD0777,21,Femenino,10.7,Juegos móviles,PUBG Mobile,Consola,3.7,Muy Mala,Frecuentemente,Promedio,1.13,6,Deprimido,A veces,SI,NO,NO,SI,SI,0.1,5.7,8,0.7,394.92,2,Alto
GD0779,28,Femenino,8.8,MOBA,League of Legends,Consola,4.8,Mala,Rara vez,Reprobando,,5,Irritable,A veces,NO,NO,SI,NO,SI,4.2,7.4,6,2.5,442.42,5,Alto
GD0781,21,Femenino,6.3,FPS,Valorant,PC,6.1,Buena,Nunca,Deficiente,1.67,4,Normal,Rara vez,NO,SI,NO,SI,SI,4.1,5.1,2,9.6,120.62,11,Moderado
GD0784,25,Femenino,9.8,Juegos móviles,Clash of Clans,Consola,5.2,Regular,Siempre,Deficiente,,7,Eufórico,Frecuentemente,SI,SI,SI,NO,NO,8.1,3.2,6,2.2,63.25,10,Severo
GD0786,14,Femenino,2.9,Juegos móviles,Candy Crush,Móvil,8.7,Buena,Siempre,Excelente,1.86,,Enojado,A veces,NO,NO,NO,NO,NO,0.9,9.2,1,12.3,0.78,4,Bajo
GD0790,15,Femenino,7.9,RPG,Skyrim,Multi-plataforma,4.3,Buena,Frecuentemente,Deficiente,3.4,,Eufórico,Frecuentemente,NO,NO,NO,SI,SI,0.7,7.3,5,4.6,80.06,4,Bajo
GD0793,18,Femenino,8.7,MMO,Final Fantasy XIV,Consola,6,Muy Mala,Frecuentemente,Por debajo del promedio,2.87,,Deprimido,A veces,SI,SI,NO,SI,SI,6.7,6.6,5,2.6,486.6,1,Severo
GD0794,16,Femenino,6,Battle Royale,Fortnite,Consola,6,Regular,Siempre,Bueno,1.35,,Ansioso,Nunca,NO,SI,NO,NO,SI,0.5,6,3,5.5,134.04,5,Moderado
GD0795,17,Femenino,4.7,Strategy,Civilization VI,PC,5,Buena,Nunca,Bueno,3.27,,Irritable,Frecuentemente,NO,NO,NO,SI,NO,3.1,7.9,3,10.2,22.32,7,Bajo
GD0796,20,Femenino,3.9,Strategy,StarCraft II,PC,6,Buena,Frecuentemente,Por debajo del promedio,1.16,1,Normal,Rara vez,NO,NO,NO,NO,NO,1.3,8.9,3,8.6,28.45,6,Bajo
GD0799,22,Femenino,6.7,RPG,Cyberpunk 2077,Multi-plataforma,4,Mala,Aveces,Por debajo del promedio,3.55,4,Ansioso,Diariamente,SI,NO,NO,SI,SI,3,4.6,4,8.1,59.16,11,Moderado
GD0822,23,Femenino,6.2,MOBA,Dota 2,Móvil,5.3,Buena,Aveces,Bueno,,10,Ansioso,Diariamente,NO,SI,NO,NO,NO,2.7,8.6,3,5.9,130.71,5,Moderado
GD0823,22,Femenino,9.3,FPS,Call of Duty,Multi-plataforma,5.4,Muy Mala,Frecuentemente,Deficiente,3.56,10,Inquieto,Frecuentemente,SI,SI,SI,SI,SI,1.5,3.7,6,4,377.17,1,Severo
GD0826,19,Femenino,7.1,MOBA,Mobile Legends,Móvil,5.1,Muy Mala,Nunca,Promedio,1.38,6,Ansioso,Diariamente,SI,NO,NO,SI,SI,1,5.2,3,9.6,83.29,6,Moderado
GD0831,22,Femenino,6.4,Battle Royale,Warzone,Multi-plataforma,5.4,Muy Mala,Aveces,Promedio,2.18,2,Emocionado,A veces,NO,SI,NO,SI,NO,1.6,7.3,4,10.3,18.13,5,Moderado
GD0833,19,Femenino,4.2,Strategy,Age of Empires,PC,5.3,Muy Mala,Nunca,Promedio,3.38,8,Eufórico,A veces,NO,NO,NO,NO,NO,0.8,7.5,1,8.3,28.98,5,Bajo
GD0834,23,Femenino,10.2,Strategy,Civilization VI,Móvil,5.1,Muy Mala,Nunca,Por debajo del promedio,,5,Ansioso,A veces,SI,NO,SI,SI,SI,1,3.1,8,0.7,307.08,9,Severo
GD0836,20,Femenino,8.1,Battle Royale,Fortnite,Consola,5.7,Muy Mala,Nunca,Deficiente,1.79,5,Eufórico,Nunca,SI,SI,SI,NO,SI,0.8,7.8,6,7.9,47.01,7,Severo
GD0839,18,Femenino,6.1,RPG,Elden Ring,Multi-plataforma,6.6,Regular,Rara vez,Excelente,3.87,,Normal,Frecuentemente,NO,SI,NO,SI,NO,2.2,7.4,4,6.9,31.46,4,Moderado
GD0841,19,Femenino,5.3,MMO,World of Warcraft,Multi-plataforma,5.7,Regular,Frecuentemente,Por debajo del promedio,1.54,9,Inquieto,Nunca,NO,NO,NO,SI,NO,1.9,5.7,5,6.6,36.25,2,Bajo
GD0846,21,Femenino,10.1,Strategy,Civilization VI,PC,4.1,Mala,Siempre,Por debajo del promedio,3.04,2,Ansioso,Rara vez,NO,NO,SI,SI,SI,2.4,5.2,8,0.8,216.97,9,Alto
GD0847,20,Femenino,5.7,MMO,Elder Scrolls Online,Móvil,6.1,Regular,Rara vez,Por debajo del promedio,3.04,9,Deprimido,A veces,NO,NO,NO,SI,SI,0.7,5,4,6.2,45.63,4,Bajo
GD0850,21,Femenino,6.1,Strategy,Civilization VI,PC,6.4,Muy Mala,Nunca,Deficiente,3.62,8,Irritable,Frecuentemente,NO,SI,NO,NO,SI,1.9,5.1,4,9.4,102.56,11,Moderado
GD0852,15,Femenino,4.1,RPG,Skyrim,Multi-plataforma,6.2,Regular,Rara vez,Excelente,2.62,,Ansioso,Nunca,NO,NO,NO,NO,NO,1,9.6,3,9.5,47,1,Bajo
GD0853,23,Femenino,4.5,MMO,Final Fantasy XIV,Consola,5.7,Muy Mala,Frecuentemente,Promedio,,9,Inquieto,A veces,NO,NO,NO,SI,NO,0.4,7.1,3,7.4,40.72,12,Bajo
GD0860,24,Femenino,6.1,MMO,Elder Scrolls Online,PC,5.9,Regular,Aveces,Por debajo del promedio,,1,Deprimido,Frecuentemente,NO,NO,NO,SI,NO,2.7,5.4,4,10.4,49.79,10,Bajo
GD0862,23,Femenino,5.6,Juegos móviles,PUBG Mobile,Consola,5.2,Regular,Nunca,Por debajo del promedio,,5,Normal,Nunca,NO,SI,NO,NO,SI,1.7,5.2,4,9.9,98.62,13,Moderado
GD0867,23,Femenino,8.2,Battle Royale,Apex Legends,Consola,5,Regular,Frecuentemente,Por debajo del promedio,,5,Inquieto,Rara vez,SI,SI,SI,SI,NO,2.7,5.7,5,8.4,140.71,8,Severo
GD0868,19,Femenino,4.3,Juegos móviles,Candy Crush,Consola,6.3,Regular,Rara vez,Por debajo del promedio,3.87,3,Irritable,Diariamente,NO,NO,NO,NO,NO,0.2,8.5,2,8.3,24.27,5,Bajo
GD0874,25,Femenino,9.5,Battle Royale,Fortnite,PC,4.7,Mala,Aveces,Por debajo del promedio,,1,Enojado,Diariamente,SI,NO,SI,NO,NO,1.1,5.5,7,1.9,204.58,13,Severo
GD0877,27,Femenino,7.5,Juegos móviles,PUBG Mobile,Multi-plataforma,3.4,Mala,Frecuentemente,Promedio,,3,Irritable,A veces,NO,SI,NO,SI,SI,0.2,6.4,5,4.4,143.89,12,Moderado
GD0878,22,Femenino,4.9,RPG,Elden Ring,Multi-plataforma,6.9,Regular,Rara vez,Promedio,1.42,3,Normal,A veces,NO,NO,NO,SI,NO,1,9,2,11.6,85.49,1,Bajo
GD0879,20,Femenino,5,Battle Royale,Fortnite,PC,5.9,Mala,Nunca,Promedio,1.85,1,Ansioso,Diariamente,NO,NO,NO,SI,NO,0.7,8.2,3,9.3,48.66,6,Bajo
GD0880,18,Femenino,2,Juegos móviles,Candy Crush,PC,8.5,Regular,Aveces,Bueno,3.34,,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,0.6,8.2,1,13,14.51,5,Bajo
GD0883,25,Femenino,1.9,Strategy,StarCraft II,Multi-plataforma,8.5,Buena,Siempre,Bueno,,3,Deprimido,Nunca,NO,NO,NO,NO,NO,1.2,7.5,1,13.4,19.61,1,Bajo
GD0884,25,Femenino,4.9,MOBA,Dota 2,Consola,6.9,Mala,Siempre,Bueno,,10,Enojado,A veces,NO,NO,NO,NO,NO,2.1,6.3,5,7.5,109.21,1,Bajo
GD0887,19,Femenino,3.9,Juegos móviles,Genshin Impact,PC,5.9,Mala,Siempre,Por debajo del promedio,3.15,7,Deprimido,Diariamente,NO,NO,NO,NO,NO,0.1,6.3,1,9.4,29.14,1,Bajo
GD0889,15,Femenino,9.5,Strategy,Civilization VI,Consola,4.4,Mala,Rara vez,Bueno,1.61,,Irritable,Nunca,NO,NO,NO,SI,SI,2.9,4.7,6,2.9,133.69,5,Moderado
GD0891,25,Femenino,6.1,Battle Royale,Apex Legends,PC,6.4,Regular,Rara vez,Excelente,,7,Inquieto,Frecuentemente,NO,NO,NO,SI,NO,3.3,5.6,5,8.1,67.49,4,Bajo
GD0905,21,Femenino,5.8,MOBA,League of Legends,Multi-plataforma,6.2,Buena,Rara vez,Promedio,3.39,9,Deprimido,Frecuentemente,NO,SI,NO,SI,SI,4.4,5.8,3,6.2,107.95,10,Moderado
GD0907,24,Femenino,4.3,MOBA,Dota 2,Consola,6.9,Buena,Siempre,Excelente,,6,Ansioso,Diariamente,NO,NO,NO,NO,NO,0.9,6.1,1,9.7,33.21,13,Bajo
GD0918,19,Femenino,8.9,Strategy,StarCraft II,Consola,5.9,Muy Mala,Aveces,Reprobando,2.44,5,Retraído,Rara vez,SI,SI,NO,SI,NO,0.8,5.6,5,2.6,190.37,7,Severo
GD0920,22,Femenino,6.3,FPS,Call of Duty,PC,6.8,Mala,Rara vez,Promedio,2.05,2,Enojado,Nunca,NO,SI,NO,SI,SI,0.4,7.8,5,6.3,50.08,4,Moderado
GD0921,20,Femenino,1.8,MOBA,League of Legends,Móvil,8.8,Buena,Rara vez,Bueno,3.8,7,Emocionado,A veces,NO,NO,NO,NO,NO,0.2,7.8,1,10.2,47.37,9,Bajo
GD0934,28,Femenino,10.1,RPG,Cyberpunk 2077,Consola,3.2,Buena,Rara vez,Reprobando,,7,Inquieto,Frecuentemente,NO,NO,SI,SI,NO,2.7,4.4,9,2.8,154.85,15,Alto
GD0935,20,Femenino,6.1,Battle Royale,Warzone,Consola,6.3,Regular,Rara vez,Bueno,3.58,6,Ansioso,Diariamente,NO,SI,NO,SI,SI,0.2,8.4,3,7.8,135.6,2,Moderado
GD0938,22,Femenino,3.4,FPS,Overwatch,Móvil,7.3,Buena,Rara vez,Excelente,2.91,1,Normal,Nunca,NO,NO,NO,NO,NO,0.2,9.3,3,14.1,47.32,12,Bajo
GD0941,24,Femenino,5.4,Juegos móviles,PUBG Mobile,Móvil,5.7,Regular,Rara vez,Promedio,,9,Irritable,Nunca,NO,NO,NO,SI,NO,0.1,6.2,4,10.9,88.2,13,Bajo
GD0945,25,Femenino,3.7,FPS,Overwatch,Móvil,6.8,Buena,Frecuentemente,Promedio,,5,Ansioso,A veces,NO,NO,NO,NO,NO,0.4,8.2,2,9.2,27.83,10,Bajo
GD0951,24,Femenino,7.2,MOBA,Dota 2,Móvil,3.5,Mala,Aveces,Deficiente,,7,Irritable,Nunca,SI,NO,NO,SI,SI,2.6,7.2,4,8.3,141.29,3,Moderado
GD0954,22,Femenino,5.5,RPG,Cyberpunk 2077,Multi-plataforma,5,Mala,Frecuentemente,Bueno,3.13,2,Enojado,Diariamente,NO,NO,NO,SI,NO,1.5,9.3,3,11.8,33.67,10,Bajo
GD0961,15,Femenino,5.2,MOBA,Mobile Legends,PC,5.1,Buena,Frecuentemente,Promedio,3.82,,Normal,Diariamente,NO,NO,NO,SI,NO,1.1,6.4,4,9.8,77.03,3,Bajo
GD0962,20,Femenino,6.8,Juegos móviles,Candy Crush,Móvil,5.3,Muy Mala,Aveces,Deficiente,2.55,1,Inquieto,Nunca,SI,SI,NO,SI,NO,2.5,5.4,5,5.8,77.66,8,Alto
GD0963,18,Femenino,10.8,FPS,CS:GO,Móvil,5,Muy Mala,Rara vez,Promedio,3.21,,Irritable,Rara vez,SI,NO,NO,SI,SI,4.5,4,6,0.3,110.92,1,Alto
GD0968,23,Femenino,1,Battle Royale,Apex Legends,PC,7.9,Buena,Frecuentemente,Excelente,,8,Normal,Nunca,NO,NO,NO,NO,NO,0.1,10.9,1,15.2,8.43,1,Bajo
GD0969,16,Femenino,2.8,Battle Royale,Warzone,PC,8.6,Buena,Siempre,Bueno,1.4,,Emocionado,Nunca,NO,NO,NO,NO,NO,0.3,8.4,2,8.8,17.43,3,Bajo
GD0971,20,Femenino,6.3,Strategy,Civilization VI,Multi-plataforma,6.5,Regular,Aveces,Bueno,1.24,6,Normal,Frecuentemente,NO,NO,NO,SI,NO,2,7.4,4,8.6,70.66,1,Bajo
GD0972,16,Femenino,8.5,Strategy,StarCraft II,Consola,3.6,Mala,Nunca,Deficiente,2.36,,Ansioso,Rara vez,NO,NO,NO,SI,SI,2.1,5.8,5,2.2,231.04,1,Moderado
GD0976,17,Femenino,8.3,MMO,Elder Scrolls Online,Consola,4.9,Regular,Aveces,Deficiente,2.73,,Ansioso,Nunca,NO,NO,SI,SI,SI,0.8,4.8,7,7.6,59.04,2,Moderado
GD0977,27,Femenino,4.2,RPG,Elden Ring,Móvil,5.9,Regular,Siempre,Promedio,,8,Normal,A veces,NO,NO,NO,NO,NO,1.4,8.7,4,8.9,30.61,6,Bajo
GD0978,21,Femenino,7.4,FPS,CS:GO,PC,5.5,Muy Mala,Rara vez,Por debajo del promedio,1.88,3,Ansioso,Nunca,SI,SI,NO,SI,NO,1.5,7.4,5,4.8,113.01,6,Alto
GD0980,22,Femenino,8.7,Juegos móviles,PUBG Mobile,Consola,4.4,Mala,Nunca,Por debajo del promedio,2.48,4,Emocionado,A veces,SI,SI,NO,SI,SI,3.1,6.9,5,2.4,107.16,12,Severo
GD0982,22,Femenino,13.6,Strategy,Civilization VI,Multi-plataforma,5.8,Mala,Rara vez,Reprobando,2.92,5,Irritable,Frecuentemente,SI,SI,NO,SI,NO,1.4,2.4,8,0,438.83,2,Severo
GD0987,18,Femenino,3.5,FPS,Overwatch,Móvil,6.1,Regular,Frecuentemente,Promedio,3.68,,Enojado,A veces,NO,NO,NO,NO,NO,0.1,6.9,1,8.5,1.35,6,Bajo
GD0991,19,Femenino,7,FPS,Valorant,PC,3.2,Regular,Frecuentemente,Deficiente,3,1,Ansioso,Diariamente,NO,SI,NO,NO,SI,1.4,7.7,5,5.8,121.06,2,Moderado
GD0992,24,Femenino,3.6,RPG,Cyberpunk 2077,Multi-plataforma,6.8,Regular,Nunca,Por debajo del promedio,,8,Eufórico,Rara vez,NO,NO,NO,NO,NO,1.5,7.7,1,9.5,31.45,1,Bajo
GD0994,32,Femenino,4.9,RPG,Skyrim,Consola,5.7,Mala,Siempre,Deficiente,,4,Eufórico,Nunca,NO,NO,NO,NO,NO,1.4,6.4,5,9.6,18.84,18,Bajo
GD0995,20,Femenino,9.3,Battle Royale,Apex Legends,Consola,5.8,Regular,Rara vez,Deficiente,2.53,8,Enojado,Nunca,NO,SI,SI,NO,NO,0.4,4.4,6,6.1,220.04,10,Severo
GD0996,15,Femenino,8.6,Strategy,Age of Empires,PC,4.1,Muy Mala,Siempre,Promedio,2.96,,Inquieto,A veces,SI,NO,SI,SI,SI,1.9,7.5,6,2.4,426.54,3,Severo
GD0001,17,Masculino,11.1,Juegos móviles,Clash of Clans,PC,3.7,Muy Mala,Aveces,Por debajo del promedio,1.25,,Ansioso,Nunca,SI,NO,SI,SI,NO,6.8,3.7,7,1.3,383.7,3,Severo
GD0002,21,Masculino,3,MOBA,Dota 2,PC,7.2,Regular,Rara vez,Bueno,3.75,2,Irritable,Frecuentemente,NO,NO,NO,NO,NO,0.4,8.5,2,10.7,46.64,1,Bajo
GD0003,23,Masculino,7.6,FPS,CS:GO,Multi-plataforma,4.4,Regular,Frecuentemente,Deficiente,,9,Irritable,Rara vez,SI,SI,SI,NO,SI,1.8,7.1,5,3.2,100.81,6,Severo
GD0005,18,Masculino,6.8,Battle Royale,Apex Legends,PC,3.4,Mala,Nunca,Promedio,2.44,,Enojado,Diariamente,SI,NO,NO,NO,NO,0.5,6.1,4,4.5,32.57,1,Moderado
GD0006,21,Masculino,2.1,Juegos móviles,Clash of Clans,PC,7.5,Regular,Rara vez,Bueno,3.81,4,Normal,Nunca,NO,NO,NO,NO,NO,0.2,10.8,1,9.6,8.63,4,Bajo
GD0007,21,Masculino,2.7,FPS,Call of Duty,Multi-plataforma,7.2,Muy Mala,Frecuentemente,Por debajo del promedio,1.82,6,Eufórico,Rara vez,NO,NO,NO,NO,NO,0.8,10,2,10.1,35.25,3,Bajo
GD0009,18,Masculino,1.4,Juegos móviles,Genshin Impact,PC,8.9,Mala,Siempre,Bueno,2.43,,Eufórico,Diariamente,NO,NO,NO,NO,NO,0.1,10.1,1,12.9,49.4,6,Bajo
GD0010,18,Masculino,7.6,MMO,Final Fantasy XIV,Multi-plataforma,3.5,Insomnio,Frecuentemente,Promedio,1.13,,Ansioso,Nunca,SI,SI,SI,SI,NO,3.3,4.5,6,4.6,135.2,6,Severo
GD0011,16,Masculino,1.5,FPS,CS:GO,Multi-plataforma,8.4,Buena,Frecuentemente,Bueno,3.04,,Inquieto,Diariamente,NO,NO,NO,NO,NO,0.2,10.1,1,11,28.23,4,Bajo
GD0012,14,Masculino,3,Strategy,StarCraft II,PC,7.2,Buena,Aveces,Excelente,3.15,,Normal,Rara vez,NO,NO,NO,NO,NO,0.3,9.4,1,13.9,46.36,3,Bajo
GD0013,28,Masculino,9.5,Juegos móviles,Genshin Impact,Móvil,3.6,Muy Mala,Nunca,Deficiente,,8,Retraído,Rara vez,SI,NO,NO,SI,SI,2.2,5.1,5,1.6,482.71,7,Alto
GD0014,22,Masculino,5.1,RPG,Skyrim,Móvil,5.3,Regular,Nunca,Promedio,3.25,6,Ansioso,Rara vez,NO,NO,NO,SI,NO,0.9,7.6,3,6.3,36.07,5,Bajo
GD0015,21,Masculino,5.8,RPG,Elden Ring,Consola,5.2,Buena,Frecuentemente,Bueno,2.54,2,Inquieto,Rara vez,NO,NO,NO,NO,SI,1.2,8.2,3,9,104.01,2,Bajo
GD0016,25,Masculino,7.3,Juegos móviles,Clash of Clans,Consola,5.6,Mala,Frecuentemente,Deficiente,,5,Ansioso,Nunca,SI,SI,NO,SI,SI,3.3,6.9,6,6.8,68.25,7,Alto
GD0017,19,Masculino,3,Juegos móviles,Genshin Impact,Consola,7.4,Regular,Aveces,Deficiente,1.64,3,Normal,Nunca,NO,NO,NO,NO,NO,0.1,6.7,3,13.1,1.63,9,Bajo
GD0019,20,Masculino,8.4,FPS,Call of Duty,Móvil,3.2,Muy Mala,Siempre,Promedio,2.76,2,Enojado,A veces,SI,SI,SI,SI,NO,0.4,7.1,7,8.1,118.79,6,Severo
GD0020,20,Masculino,9.4,Battle Royale,Warzone,Consola,5.5,Mala,Aveces,Por debajo del promedio,2.14,7,Ansioso,Rara vez,SI,SI,NO,NO,SI,1.7,4.8,7,2.2,120.16,1,Severo
GD0021,22,Masculino,6.5,RPG,Cyberpunk 2077,Consola,4.4,Mala,Siempre,Por debajo del promedio,2.91,3,Normal,Nunca,NO,SI,NO,SI,NO,3.4,6.4,6,9.1,16.99,12,Moderado
GD0025,22,Masculino,5.2,Juegos móviles,Candy Crush,PC,7,Regular,Rara vez,Bueno,1.94,1,Deprimido,Rara vez,NO,NO,NO,NO,NO,1.7,6.2,2,11.2,60.06,11,Bajo
GD0026,22,Masculino,3.4,Juegos móviles,Candy Crush,Consola,8.7,Buena,Siempre,Promedio,3.41,9,Normal,A veces,NO,NO,NO,NO,NO,1.1,7.8,3,10.3,37.26,9,Bajo
GD0027,18,Masculino,5.9,Battle Royale,Apex Legends,Multi-plataforma,6.6,Regular,Siempre,Por debajo del promedio,3.91,,Ansioso,Frecuentemente,NO,NO,NO,SI,SI,0.9,8,3,6.8,55.47,7,Bajo
GD0028,18,Masculino,8.2,MMO,Final Fantasy XIV,Móvil,5.4,Regular,Siempre,Deficiente,3.71,,Ansioso,Rara vez,NO,SI,NO,SI,SI,3.2,6.5,5,3.3,57.15,8,Moderado
GD0029,21,Masculino,1.2,MMO,World of Warcraft,Móvil,7.1,Buena,Siempre,Bueno,2.31,9,Deprimido,A veces,NO,NO,NO,NO,NO,0.2,8.6,2,16.7,34.91,6,Bajo
GD0031,20,Masculino,1,RPG,Cyberpunk 2077,Móvil,7.3,Buena,Aveces,Promedio,1.21,5,Normal,Nunca,NO,NO,NO,NO,NO,0,8.9,1,14.4,21.09,6,Bajo
GD0032,17,Masculino,5.1,Juegos móviles,Clash of Clans,Móvil,6.4,Mala,Siempre,Promedio,3.02,,Inquieto,Frecuentemente,NO,NO,NO,NO,NO,2.2,8.9,2,8.3,36.53,5,Bajo
GD0033,20,Masculino,5.9,MMO,Final Fantasy XIV,Consola,6.8,Regular,Rara vez,Deficiente,3.39,6,Ansioso,Nunca,NO,NO,NO,NO,SI,0.3,7.5,3,7.1,147.6,7,Bajo
GD0034,20,Masculino,5.2,Battle Royale,PUBG,Consola,5.6,Muy Mala,Frecuentemente,Promedio,3.03,8,Enojado,Rara vez,NO,NO,NO,SI,NO,1.4,7.9,5,8.7,19.91,7,Bajo
GD0035,18,Masculino,6.6,FPS,CS:GO,Consola,4.1,Insomnio,Frecuentemente,Deficiente,3.98,,Ansioso,A veces,SI,SI,NO,NO,NO,0.1,5.5,5,8.4,93.68,2,Alto
GD0037,20,Masculino,2.8,MOBA,Mobile Legends,Móvil,8.3,Regular,Nunca,Excelente,3.54,9,Emocionado,Nunca,NO,NO,NO,NO,NO,0.3,8.3,3,14.3,45.96,9,Bajo
GD0038,20,Masculino,7.6,Strategy,StarCraft II,Móvil,4.2,Muy Mala,Nunca,Deficiente,2.7,9,Inquieto,Nunca,NO,SI,NO,SI,SI,3.6,5.2,6,2.6,123.45,2,Moderado
GD0040,20,Masculino,4.4,RPG,Elden Ring,Móvil,6.4,Regular,Frecuentemente,Excelente,1.38,2,Inquieto,Rara vez,NO,NO,NO,NO,NO,0.2,9.1,4,8.5,26.63,2,Bajo
GD0041,33,Masculino,3.1,MMO,Elder Scrolls Online,Multi-plataforma,8.4,Regular,Nunca,Promedio,,8,Normal,Rara vez,NO,NO,NO,NO,NO,1.3,8.3,1,12.8,47.69,6,Bajo
GD0042,16,Masculino,8,FPS,Valorant,Móvil,3.8,Mala,Aveces,Reprobando,3.22,,Irritable,A veces,SI,SI,SI,SI,SI,0.9,6,8,6.3,61.37,1,Severo
GD0043,20,Masculino,4.2,Strategy,StarCraft II,Móvil,5.4,Buena,Aveces,Promedio,2.21,7,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.1,7.1,1,8.8,9.18,1,Bajo
GD0044,20,Masculino,7.9,Battle Royale,PUBG,Consola,3.5,Mala,Nunca,Por debajo del promedio,2.25,3,Enojado,Rara vez,SI,NO,SI,NO,SI,3.3,7,6,4.2,81.23,4,Alto
GD0047,20,Masculino,3.4,MMO,Final Fantasy XIV,PC,7.1,Mala,Aveces,Por debajo del promedio,1.19,7,Normal,A veces,NO,NO,NO,NO,NO,1.3,7.8,1,12.9,23.33,8,Bajo
GD0051,24,Masculino,7,Strategy,Age of Empires,Consola,4.7,Muy Mala,Aveces,Deficiente,,5,Enojado,Frecuentemente,SI,NO,NO,NO,NO,0.5,8,4,8.8,132.68,1,Moderado
GD0052,20,Masculino,3.5,RPG,Skyrim,Móvil,7.8,Buena,Nunca,Bueno,1.39,3,Normal,Rara vez,NO,NO,NO,NO,NO,1.3,9.8,2,10.7,40.35,4,Bajo
GD0053,20,Masculino,11.4,FPS,Call of Duty,Consola,4.3,Muy Mala,Nunca,Reprobando,2.02,5,Ansioso,Nunca,SI,NO,NO,SI,SI,0.3,5,6,0.2,433.8,9,Alto
GD0056,19,Masculino,1.7,MOBA,Mobile Legends,Móvil,8.1,Buena,Aveces,Excelente,1.41,9,Normal,Diariamente,NO,NO,NO,NO,NO,0,9.3,1,12.6,47.53,5,Bajo
GD0057,24,Masculino,6,Strategy,StarCraft II,Consola,6.9,Buena,Siempre,Bueno,,10,Eufórico,A veces,NO,SI,NO,NO,SI,0.1,8.2,4,9.3,133.31,3,Moderado
GD0058,25,Masculino,7.1,RPG,Elden Ring,Consola,5.2,Mala,Aveces,Promedio,,1,Ansioso,A veces,SI,NO,NO,NO,SI,4.3,7.2,4,6.6,136.21,8,Moderado
